Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA852522F0006","FA852519D0001","0","0","DO Delivery Order","$22,253,998.82","Jan 24, 2022","Jan 24, 2022","5700","DEPT OF THE AIR FORCE","FA8525  AFLCMC WLSKA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541330","ENGINEERING SERVICES","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA852820F0033","FA852819D0015","P00017","0","DO Delivery Order","$13,381,335.71","Jun 30, 2022","Mar 6, 2020","5700","DEPT OF THE AIR FORCE","FA8528  AFLCMC WIKA","P","1560","AIRFRAME STRUCTURAL COMPONENTS","336411","AIRCRAFT MANUFACTURING","PALMDALE","CA","935990001","NONE","NONE OF THE ABOVE","LXKGXB75YKY6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","0L1E5",
"FA854022F0008","FA854018D0001","P00002","0","DO Delivery Order","$13,290,939.00","Apr 7, 2022","Dec 9, 2021","5700","DEPT OF THE AIR FORCE","FA8540  AFLCMC WNKE","S","J059","MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","811219","OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA861121F0024","FA861113D2850","P00003","0","DO Delivery Order","$45,000,000.00","Jul 26, 2022","Jan 28, 2021","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861122F0004","FA861122D0001","P00009","0","DO Delivery Order","$13,000,000.00","Jun 2, 2022","Mar 8, 2021","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861512C6016",,"P00085","14","DCA Definitive Contract","$33,628,994.00","Mar 16, 2022",,"5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861523C6050",,"0","0","DCA Definitive Contract","$146,893,733.00","Dec 16, 2022","Jul 18, 2022","5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1510","AIRCRAFT, FIXED WING","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA865622F1036","FA865622D0026","0","0","DO Delivery Order","$15,000,000.00","Aug 25, 2022","Dec 2, 2021","5700","DEPT OF THE AIR FORCE","FA8656 AFLCMC EBX","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868218C0009",,"P00032","4","DCA Definitive Contract","$18,448,803.00","May 26, 2022","Sep 13, 2017","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868221C0001",,"P00013","0","DCA Definitive Contract","$128,245,318.94","Feb 25, 2022","May 27, 2020","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868221C0003",,"P00002","0","DCA Definitive Contract","$14,000,000.00","Mar 30, 2022","Feb 4, 2021","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336419","OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","KING OF PRUSSIA","PA","194062902","NONE","NONE OF THE ABOVE","LJDGB6CXKRK5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","23991",
"FA880821C0015",,"P00009","0","DCA Definitive Contract","$10,684,284.00","Jun 1, 2022","Aug 27, 2019","5700","DEPT OF THE AIR FORCE","FA8808 MIL SATELLITE COM SYS PKT LA","S","AC23","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; EXPERIMENTAL DEVELOPMENT","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","SUNNYVALE","CA","940891212","E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00064","5","DCA Definitive Contract","$10,000,000.00","Jan 14, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00066","4","DCA Definitive Contract","$10,150,000.00","Feb 25, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00076","5","DCA Definitive Contract","$75,000,000.00","Jun 15, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00089","5","DCA Definitive Contract","$13,680,174.00","Nov 30, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA882321C0001",,"P00026","0","DCA Definitive Contract","$24,687,696.27","Mar 21, 2022","Mar 31, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA882321F2006","FA882320D0001","P00009","0","DO Delivery Order","$15,006,280.66","Mar 3, 2022","Dec 16, 2020","5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541330","ENGINEERING SERVICES","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA930222C0019",,"0","0","DCA Definitive Contract","$12,831,973.00","Jun 29, 2022","Mar 16, 2022","5700","DEPT OF THE AIR FORCE","FA9302  AFTC PZZ","P","5836","VIDEO RECORDING AND REPRODUCING EQUIPMENT","334310","AUDIO AND VIDEO EQUIPMENT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"H9225420F2346","H9225417D0001","P00018","0","DO Delivery Order","$12,836,838.00","Mar 23, 2022","Oct 17, 2019","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"HQ014717C0032",,"P00051","0","DCA Definitive Contract","$720,727,397.01","Apr 29, 2022",,"97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704",,,"XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"HQ014719F0018","HQ014718D0011","P00043","0","DO Delivery Order","$43,200,000.00","Aug 4, 2022","Jul 12, 2018","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ027619C0001",,"P00042","0","DCA Definitive Contract","$11,000,000.00","Apr 27, 2022","May 21, 2018","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0002",,"P00028","0","DCA Definitive Contract","$10,461,798.54","Mar 31, 2022","Jan 28, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085220F0002","HQ014712D0003","P00063","0","DO Delivery Order","$15,000,000.00","Feb 28, 2022","Jul 19, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","GAITHERSBURG","MD","208783328","NONE","NONE OF THE ABOVE","NPTBVK49FNB3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","3VQB0",
"HQ085621C0001",,"P00015","0","DCA Definitive Contract","$169,453,900.55","Mar 9, 2022","Apr 26, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","HUNTSVILLE","AL","358051949","NONE","NONE OF THE ABOVE","NGBVY5X32XZ5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","5D177",
"HQ085621C0001",,"P00016","0","DCA Definitive Contract","$147,000,000.00","Jun 2, 2022","Apr 26, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","HUNTSVILLE","AL","358051949","NONE","NONE OF THE ABOVE","NGBVY5X32XZ5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","5D177",
"HR001120C0074",,"P00008","0","DCA Definitive Contract","$10,093,048.00","Jun 28, 2022","Jan 10, 2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","DEF ADVANCED RESEARCH PROJECTS AGCY","S","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","PALMDALE","CA","935990001","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","LXKGXB75YKY6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","0L1E5",
"N0001917C0001",,"P00086","16","DCA Definitive Contract","$15,634,052.00","Sep 30, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001918C1048",,"P00063","16","DCA Definitive Contract","$12,765,131.00","Dec 28, 2022",,"1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0010",,"P00061","0","DCA Definitive Contract","$89,295,000.00","Feb 24, 2022","Nov 7, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001919C0010",,"P00070","0","DCA Definitive Contract","$65,979,326.00","Jul 26, 2022","Nov 7, 2018","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001920F0571","N0001919G0008","P00023","16","DO Delivery Order","$265,590,400.00","Sep 30, 2022","Aug 20, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","K016","MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921C0020",,"P00060","0","DCA Definitive Contract","$1,020,430,849.00","Dec 14, 2022","Sep 30, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921C0037",,"P00002","0","DCA Definitive Contract","$14,909,400.00","Oct 21, 2022","Feb 19, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921F0398","N0001919G0008","P00006","0","DO Delivery Order","$12,052,847.00","Oct 21, 2022","Sep 2, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001921F0709","N0001919G0029","P00002","0","DO Delivery Order","$37,691,897.00","Feb 18, 2022","Nov 21, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001922C0015",,"P00003","0","DCA Definitive Contract","$53,415,771.00","Aug 12, 2022","Aug 27, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"N0001922F2291","N0001921G0017","0","0","DO Delivery Order","$503,718,672.00","Aug 29, 2022","Jun 7, 2022","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","1520","AIRCRAFT, ROTARY WING","336411","AIRCRAFT MANUFACTURING","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0001923F2554","N0001920D0001","0","0","DO Delivery Order","$36,129,990.00","Dec 13, 2022","Jun 30, 2019","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","J015","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS","488190","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION","OWEGO","NY","138273900","NONE","NONE OF THE ABOVE","HJP4JZG1FUL9","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03640",
"N0002417C5353",,"P00058","0","DCA Definitive Contract","$22,130,679.00","Sep 28, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","5999","MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062",,,"H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"N0002418C5218",,"P00032","0","DCA Definitive Contract","$26,676,116.25","Feb 15, 2022",,"1700","DEPT OF THE NAVY","NAVSEA HQ","P","3590","MISCELLANEOUS SERVICE AND TRADE EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MANASSAS","VA","201104166","NONE","NONE OF THE ABOVE","NMHFLDYJJ4C5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","52088",
"N0002419C5603",,"P00023","0","DCA Definitive Contract","$21,276,569.24","Jul 29, 2022","Aug 4, 2017","1700","DEPT OF THE NAVY","NAVSEA HQ","S","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002419C5603",,"P00025","0","DCA Definitive Contract","$20,477,687.83","Dec 21, 2022","Aug 4, 2017","1700","DEPT OF THE NAVY","NAVSEA HQ","S","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002421C5119",,"P00026","0","DCA Definitive Contract","$33,966,245.00","Dec 13, 2022","May 31, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002421C5127",,"P00003","0","DCA Definitive Contract","$60,755,703.00","Jul 1, 2022","Nov 4, 2019","1700","DEPT OF THE NAVY","NAVSEA HQ","P","1285","FIRE CONTROL RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"N0002422F6210","N0002419D6200","0","0","DO Delivery Order","$17,356,948.00","Jul 28, 2022","Jul 29, 2021","1700","DEPT OF THE NAVY","NAVSEA HQ","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
